Bat ID,Bat Species,Date Captured,Site ID,Reproductive Condition,Age,Sex,Forearm Length,Wing Score,Mass (prior resp),Before Fat,Before Lean,Before Free Water,Before Total Water,After Fat,After Lean,After Free Water,After Total Water,Comments
MYVE89,Myotis velifer,30/10/2017,SLL,Non-reproducing,Adult,Female,46.6,1,15.2,2.89,7.17,0.05,6.77,,,,,mean = 14.56; stdev = 0.023
MYVE90,Myotis velifer,30/10/2017,SLL,Non-reproducing,Adult,Female,44.2,1,13.8,2.41,6.17,0,5.18,,,,,mean = 14.56; stdev = 0.023
MYVE91,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,45.9,1,13.4,2.17,6.47,0.01,5.4,,,,,mean = 14.59; stdev = 0.026
MYVE92,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,43.8,1,14.9,2.71,6.5,0.02,6.19,,,,,mean = 14.59; stdev = 0.026
MYVE93,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,45.1,1,14.6,2.91,6.54,0.2,4.1,,,,,mean = 14.59; stdev = 0.026
MYVE94,Myotis velifer,1/11/2017,SLL,Scrotal,Adult,Male,45.5,1,13.8,2.66,5.78,0.11,4.71,,,,,mean = 14.59; stdev = 0.026
MYVE95,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,45.2,1,16.2,3.47,6.765,0.055,5.625,,,,,mean = 14.59; stdev = 0.026
MYVE96,Myotis velifer,1/11/2017,SLL,Scrotal,Adult,Male,45.3,1,12.3,1.12,7.19,0.05,6.25,,,,,mean = 14.59; stdev = 0.026
MYVE97,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Male,44.9,1,13.8,2.77,7.64,0.05,6.7,,,,,mean = 14.59; stdev = 0.026
MYVE98,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Male,45.9,1,15.6,3.1,7.275,0.025,6.24,,,,,mean = 14.59; stdev = 0.026
MYVE99,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,45.4,1,15.4,2.96,8.14,0,7.23,,,,,mean = 14.59; stdev = 0.026
MYVE100,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,47.2,1,16.5,3.52,7.126666667,0.016666667,6.066666667,,,,,mean = 14.59; stdev = 0.026
MYVE101,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,45.5,1,15.1,3.26,6.69,0.07,5.53,2.76,5.02,0.02,4.05,mean = 14.59; stdev = 0.026
MYVE102,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,45,1,15.8,3.37,7.89,0.1,6.58,2.76,5.54,0.04,4.54,mean = 14.59; stdev = 0.026
MYVE103,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,46.2,1,14.1,3.19,7.8,0.04,6.58,,,,,mean = 14.59; stdev = 0.026
MYVE104,Myotis velifer,1/11/2017,SLL,Scrotal,Adult,Male,44.8,3,15,2.94,7.6,0.04,6.36,,,,,mean = 14.59; stdev = 0.026
MYVE105,Myotis velifer,1/11/2017,SLL,Scrotal,Adult,Male,46.8,1,16,3.76,7.9,0.02,6.9,3.5,7.18,0.04,6.13,mean = 14.59; stdev = 0.026
MYVE106,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,43.4,1,15,3.22,6.48,0.02,5.44,,,,,mean = 14.59; stdev = 0.026
MYVE107,Myotis velifer,1/11/2017,SLL,Scrotal,Adult,Male,45.9,1,13.3,2,6.54,0,5.27,,,,,mean = 14.59; stdev = 0.026
MYVE108,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,45.3,1,15.6,3.06,5.99,0,5.53,,,,,mean = 14.59; stdev = 0.026
MYVE109,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,45.9,1,17.3,4.13,5.43,0.03,4.66,,,,,mean = 14.59; stdev = 0.026
MYVE110,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,44.5,1,14.6,3.1,6.38,0.1,5.23,,,,,mean = 14.59; stdev = 0.026
MYVE111,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,44.2,1,14.5,2.96,7.76,0,6.62,,,,,mean = 14.59; stdev = 0.026
MYVE112,Myotis velifer,1/11/2017,SLL,Scrotal,Adult,Male,43.9,1,14.2,2.44,8.36,0.03,6.96,,,,,mean = 14.59; stdev = 0.026
MYVE113,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,45.3,1,15.1,3.22,8.14,0.16,6.9,,,,,mean = 14.59; stdev = 0.026
MYVE114,Myotis velifer,1/11/2017,SLL,Scrotal,Adult,Male,36.4,1,15.4,3.08,6.57,0.04,5.67,3.17,6.33,0.06,5.01,mean = 14.59; stdev = 0.026
MYVE115,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,46,1,16.5,3.26,7.15,0,5.63,,,,,mean = 14.59; stdev = 0.026
MYVE116,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Male,46,2,17.6,4.35,8.22,0,7.02,4,6.43,0,5.56,mean = 14.59; stdev = 0.026
MYVE117,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,44.5,1,16.1,3.42,7.6,0.07,6.54,,,,,mean = 14.59; stdev = 0.026
MYVE118,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,44,1,16.1,3.7,7.17,0.02,5.83,,,,,mean = 14.59; stdev = 0.026
MYVE119,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,44.6,2,14.4,3.07,6.72,0.06,5.71,,,,,mean = 14.59; stdev = 0.026
MYVE120,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,45.1,1,13.3,2.3,6.25,0,5.17,,,,,mean = 14.59; stdev = 0.026
MYVE121,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,45,1,15,2.87,7.5,0.04,6.1,,,,,mean = 14.59; stdev = 0.026
MYVE122,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,44.9,1,15.5,3.66,6.78,0,5.35,,,,,mean = 14.59; stdev = 0.026
MYVE123,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,48.6,1,13.3,2.46,6.86,0.06,5.86,,,,,mean = 14.59; stdev = 0.026
MYVE124,Myotis velifer,1/11/2017,SLL,Scrotal,Adult,Male,44.4,1,15.1,2.99,8.07,0.04,6.85,,,,,mean = 14.59; stdev = 0.026
MYVE125,Myotis velifer,1/11/2017,SLL,Scrotal,Adult,Male,44.5,1,12.2,1.86,6.61,0.01,5.61,,,,,mean = 14.59; stdev = 0.026
MYVE126,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,47,1,17.4,4.06,8.13,0,6.86,,,,,mean = 14.59; stdev = 0.026
MYVE127,Myotis velifer,1/11/2017,SLL,Scrotal,Adult,Male,44.5,2,13.5,2.73,7.15,0.02,5.96,2.2,4.37,0.06,3.83,mean = 14.59; stdev = 0.026
MYVE128,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,47.7,1,15.5,3.34,6.33,0,5.12,3.4,6.71,0.04,5.67,mean = 14.59; stdev = 0.026
MYVE129,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,44,1,14.5,2.85,6.58,0,6.2,2.54,5.97,0.03,4.98,mean = 14.59; stdev = 0.026
MYVE130,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,44.4,1,14.9,3.19,6.7,0.09,5.78,3.18,7.05,0.02,6.1,mean = 14.59; stdev = 0.026
MYVE131,Myotis velifer,1/11/2017,SLL,Scrotal,Adult,Male,43.7,2,14,2.09,7.15,0.05,6.12,,,,,mean = 14.59; stdev = 0.026
MYVE132,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,46.5,1,15.5,3.26,7.01,0.03,5.78,2.92,5.67,0,4.76,mean = 14.59; stdev = 0.026
MYVE133,Myotis velifer,1/11/2017,SLL,Scrotal,Adult,Male,45.2,1,14.3,2.62,6.63,0.03,5.35,,,,,mean = 14.59; stdev = 0.026
MYVE134,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,46.2,1,14.5,3.12,6.68,0.16,5.44,,,,,mean = 14.59; stdev = 0.026
MYVE135,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,47.1,1,16.4,3.96,7.64,0.07,7.21,3.42,5.43,0.15,4.35,mean = 14.59; stdev = 0.026
MYVE136,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,45.2,1,14.9,3.13,6.93,0.09,5.82,,,,,mean = 14.59; stdev = 0.026
MYVE137,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,46.2,1,16,3.3,7.37,0,6.03,,,,,mean = 14.59; stdev = 0.026
MYVE139,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,46.1,1,14.3,3.45,7.16,0.19,6.16,,,,,mean = 14.59; stdev = 0.026
MYVE140,Myotis velifer,1/11/2017,SLL,Scrotal,Adult,Male,42.8,1,14.1,2.98,6.55,0,5.9,,,,,mean = 14.59; stdev = 0.026
MYVE141,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,46,1,14.6,3.06,6.81,0.02,6,,,,,mean = 14.59; stdev = 0.026
MYVE142,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,46,1,16.5,4.01,7.56,0.06,6.53,,,,,mean = 14.59; stdev = 0.026
MYVE143,Myotis velifer,1/11/2017,SLL,Scrotal,Adult,Male,46.9,1,15.5,2.73,7.85,0.04,6.43,,,,,mean = 14.59; stdev = 0.026
MYVE144,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,46.8,1,16,2.83,6.8,0.08,7.58,,,,,mean = 14.59; stdev = 0.026
MYVE145,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,46,1,16.5,4.02,7.54,0,6.35,,,,,mean = 14.59; stdev = 0.026
MYVE146,Myotis velifer,1/11/2017,SLL,Scrotal,Adult,Male,46.3,1,14.5,2.16,5.97,0,4.94,,,,,mean = 14.59; stdev = 0.026
MYVE147,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,47.3,1,17.1,3.75,4.24,0.23,4.79,3.89,6.67,0,5.58,mean = 14.59; stdev = 0.026
MYVE148,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,46.8,1,16.1,3.54,6.22,0.03,5.04,,,,,mean = 14.59; stdev = 0.026
MYVE149,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,44.5,2,14.7,2.48,3.25,0.08,4.88,,,,,mean = 14.59; stdev = 0.026
MYVE150,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,46.4,1,16.1,3.29,4.26,0.05,3.62,,,,,mean = 14.59; stdev = 0.026
MYVE151,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,44.6,1,14.5,2.88,4.02,0.07,3.2,,,,,mean = 14.59; stdev = 0.026
MYVE152,Myotis velifer,1/11/2017,SLL,Non-reproducing,Adult,Female,43.4,1,14,2.3,3.24,0.03,3.26,,,,,mean = 14.59; stdev = 0.026
MYVE153,Myotis velifer,1/11/2017,SLL,Scrotal,Adult,Male,45.5,1,12.8,0.91,2.31,0.06,2.115,,,,,mean = 14.59; stdev = 0.026
PESU55,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Male,33.6,0,6.7,2,3.05,0,2.5,,,,,mean = 14.56; stdev = 0.023
PESU56,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Male,34.2,0,6.6,1.91,3.13,0,2.67,,,,,mean = 14.56; stdev = 0.023
PESU57,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Female,36.5,1,7.3,2.12,3.54,0.09,3.17,,,,,mean = 14.56; stdev = 0.023
PESU58,Perimyotis subflavus,30/10/2017,SLL,Scrotal,Adult,Male,33.9,2,6,1.71,3.02,0.15,3.04,,,,,mean = 14.56; stdev = 0.023
PESU59,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Female,33.3,1,7.2,2.31,3.2,0.03,3.01,2.22,3.04,0.02,2.69,mean = 14.56; stdev = 0.023
PESU60,Perimyotis subflavus,30/10/2017,SLL,Scrotal,Adult,Male,33.2,1,7.7,2.53,2.79,0.13,2.51,2.43,3.13,0.07,2.71,mean = 14.56; stdev = 0.023
PESU61,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Female,33.4,1,6.8,1.93,3.35,0,2.95,,,,,mean = 14.56; stdev = 0.023
PESU62,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Female,34.3,1,7.8,2.42,3.42,0,2.97,2.1,2.94,0.16,3.36,mean = 14.56; stdev = 0.023
PESU63,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Female,36.6,2,6.5,1.69,3.47,0.13,3.26,,,,,mean = 14.56; stdev = 0.023
PESU64,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Male,34.3,2,5.9,1.23,2.87,0.03,2.54,,,,,mean = 14.56; stdev = 0.023
PESU65,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Female,34.6,0,6,1.2,2.36,0.09,2.1,,,,,mean = 14.56; stdev = 0.023
PESU66,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Female,33.3,0,6.6,1.73,2.79,0.01,2.45,,,,,mean = 14.56; stdev = 0.023
PESU67,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Female,34.5,0,7.6,2.45,3.3,0,2.76,2.13,3.02,0.15,2.99,mean = 14.56; stdev = 0.023
PESU68,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Female,33.9,0,8.1,2.49,3.03,0,2.63,,,,,mean = 14.56; stdev = 0.023
PESU69,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Female,34.5,0,7.3,2.18,3.39,0.08,2.6,,,,,mean = 14.56; stdev = 0.023
PESU70,Perimyotis subflavus,30/10/2017,SLL,Scrotal,Adult,Male,33.5,0,7.4,2.19,2.75,0,2.85,2.07,3.08,0.04,2.85,mean = 14.56; stdev = 0.023
PESU71,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Female,34,1,6.9,2.02,2.51,0,1.65,,,,,mean = 14.56; stdev = 0.023
PESU72,Perimyotis subflavus,30/10/2017,SLL,Scrotal,Adult,Male,34,0,7,2.1,3.16,0,2.73,,,,,mean = 14.56; stdev = 0.023
PESU73,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Female,35.4,1,7.4,1.95,3.77,0.08,3.4,,,,,mean = 14.56; stdev = 0.023
PESU74,Perimyotis subflavus,30/10/2017,SLL,Scrotal,Adult,Male,33.1,2,6.1,1.61,2.88,0.04,2.75,,,,,mean = 14.56; stdev = 0.023
PESU75,Perimyotis subflavus,30/10/2017,SLL,Scrotal,Adult,Male,34.3,1,7.1,1.78,3,0.02,2.74,,,,,mean = 14.56; stdev = 0.023
PESU76,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Female,34.7,2,6.3,1.16,2.99,0.07,2.71,,,,,mean = 14.56; stdev = 0.023
PESU77,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Female,32.7,1,6.6,1.59,3.08,0.27,2.93,,,,,mean = 14.56; stdev = 0.023
PESU78,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Female,34.6,1,7.2,2.3,3.31,0.04,2.96,,,,,mean = 14.56; stdev = 0.023
PESU79,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Male,34,1,6.3,1.75,2.95,0,2.52,,,,,mean = 14.56; stdev = 0.023
PESU80,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Female,36.4,1,6.4,1.4,3.04,0.04,2.72,,,,,mean = 14.56; stdev = 0.023
PESU81,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Male,32.8,1,6.6,1.72,2.93,0,2.91,,,,,mean = 14.56; stdev = 0.023
PESU82,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Male,32.6,2,6.1,1.28,2.4,0.04,2.45,,,,,mean = 14.56; stdev = 0.023
PESU83,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Female,33.4,1,6.3,1.32,3.63,0,3.25,,,,,mean = 14.56; stdev = 0.023
PESU84,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Female,34.1,1,8.3,2.86,3.8,0,3.69,,,,,mean = 14.56; stdev = 0.023
PESU85,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Female,33.5,1,7,1.83,3.62,0,3.38,,,,,mean = 14.56; stdev = 0.023
PESU86,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Female,33.5,0,6.6,1.87,3.18,0.1,3.07,,,,,mean = 14.56; stdev = 0.023
PESU87,Perimyotis subflavus,30/10/2017,SLL,Non-reproducing,Adult,Female,32.5,1,8.4,3.16,3.47,0,2.77,,,,,mean = 14.56; stdev = 0.023
PESU88,Perimyotis subflavus,3/11/2017,SLL,Non-reproducing,Adult,Female,33.2,0,7.6,2.44,3.65,0,3.38,1.76,3.17,0.21,2.72,mean = 14.59; stdev = 0.028
PESU89,Perimyotis subflavus,3/11/2017,SLL,Non-reproducing,Adult,Male,35.4,1,6.3,1.32,3.04,0,3.02,,,,,mean = 14.59; stdev = 0.028
PESU90,Perimyotis subflavus,3/11/2017,SLL,Non-reproducing,Adult,Female,33.3,0,6.8,1.72,3.91,0.06,3.71,,,,,mean = 14.59; stdev = 0.028
PESU91,Perimyotis subflavus,3/11/2017,SLL,Scrotal,Adult,Male,34.4,1,6.3,1.8,3.1,0.02,2.91,1.51,1.53,0.08,1.51,mean = 14.59; stdev = 0.028
PESU92,Perimyotis subflavus,3/11/2017,SLL,Scrotal,Adult,Male,34.5,0,7.2,2.21,3.56,0,3.25,1.88,3.16,0.02,2.49,mean = 14.59; stdev = 0.028
PESU93,Perimyotis subflavus,3/11/2017,SLL,Scrotal,Adult,Male,35.4,1,7.1,2.3,3.5,0.02,3.15,1.93,2.53,0.07,2.59,mean = 14.59; stdev = 0.028
PESU94,Perimyotis subflavus,3/11/2017,SLL,Scrotal,Adult,Male,39.8,1,5.7,1.77,2.97,0.05,2.63,,,,,mean = 14.59; stdev = 0.028
PESU95,Perimyotis subflavus,3/11/2017,SLL,Non-reproducing,Adult,Female,35.7,1,6.8,2.14,3.4,0.05,2.84,1.28,2.4,0.02,2.05,mean = 14.59; stdev = 0.028
PESU96,Perimyotis subflavus,3/11/2017,SLL,Non-reproducing,Adult,Female,34.2,0,8.4,2.99,3.63,0.02,3.17,2.78,3.3,0.06,2.64,mean = 14.59; stdev = 0.028
PESU97,Perimyotis subflavus,3/11/2017,SLL,Non-reproducing,Adult,Male,33.1,1,6,1.5,3.56,0.21,3.17,,,,,mean = 14.59; stdev = 0.028
PESU98,Perimyotis subflavus,3/11/2017,SLL,Non-reproducing,Adult,Female,34.6,1,8,2.32,3.74,0.02,3.37,2.16,3.3,0,2.89,mean = 14.59; stdev = 0.028
PESU99,Perimyotis subflavus,3/11/2017,SLL,Non-reproducing,Adult,Female,34.2,1,7.3,2.26,3.2,0,2.91,,,,,mean = 14.59; stdev = 0.028
PESU100,Perimyotis subflavus,3/11/2017,SLL,Scrotal,Adult,Male,34.7,1,6.7,1.99,3.42,0.03,2.88,,,,,mean = 14.59; stdev = 0.028
PESU101,Perimyotis subflavus,3/11/2017,SLL,Non-reproducing,Adult,Female,34.3,0,7,1.98,3.4,0.14,3.37,,,,,mean = 14.59; stdev = 0.028
PESU102,Perimyotis subflavus,3/11/2017,SLL,Scrotal,Adult,Male,32.4,1,6,1.65,2.7,0,2.21,,,,,mean = 14.59; stdev = 0.028
PESU103,Perimyotis subflavus,3/11/2017,SLL,Non-reproducing,Adult,Male,33.6,1,7.1,1.65,3.24,0,2.89,,,,,mean = 14.59; stdev = 0.028
PESU104,Perimyotis subflavus,3/11/2017,SLL,Non-reproducing,Adult,Female,33.8,1,5.7,1.17,3.03,0.1,2.51,,,,,mean = 14.59; stdev = 0.028
MYVE154,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,46.1,1,15.3,3.21,8.02,0.03,6.96,2.47,5.28,0,4.25,mean = 14.59; stdev = 0.028
MYVE155,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,47,1,15.1,2.95,7.48,0.03,6.31,2.86,6.33,0.06,5.35,mean = 14.59; stdev = 0.028
MYVE156,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,45.1,1,15.1,3.24,6.86,0.08,6.07,,,,,mean = 14.59; stdev = 0.028
MYVE157,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,44.8,1,15.8,3.36,7.79,0.01,6.58,,,,,mean = 14.59; stdev = 0.028
MYVE158,Myotis velifer,3/11/2017,SLL,Scrotal,Adult,Male,44.3,1,14.1,2.68,6.55,0,5.48,,,,,mean = 14.59; stdev = 0.028
MYVE159,Myotis velifer,3/11/2017,SLL,Scrotal,Adult,Male,44.3,1,14.2,2.62,6.16,0.09,5.29,2.47,6.71,0.05,5.63,mean = 14.59; stdev = 0.028
MYVE160,Myotis velifer,3/11/2017,SLL,Scrotal,Adult,Male,43.3,1,13.8,2.77,7.3,0,6.37,2.59,5.83,0.06,4.39,mean = 14.59; stdev = 0.028
MYVE161,Myotis velifer,3/11/2017,SLL,Scrotal,Adult,Male,44.1,3,14.5,2.6,7.44,0.13,6.22,2.56,6.05,0.01,4.77,mean = 14.59; stdev = 0.028
MYVE162,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,45.2,1,14.9,2.9,7.55,0.02,6.31,2.69,6.71,0.08,5.72,mean = 14.59; stdev = 0.028
MYVE163,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,45.3,1,14.6,3,5.75,0.07,4.87,2.86,6.65,0,5.5,mean = 14.59; stdev = 0.028
MYVE164,Myotis velifer,3/11/2017,SLL,Scrotal,Adult,Male,44.4,1,14.4,2.97,6.35,0.04,5.32,,,,,mean = 14.59; stdev = 0.028
MYVE165,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,43.7,1,13,2.26,7.37,0,6.33,,,,,mean = 14.59; stdev = 0.028
MYVE166,Myotis velifer,3/11/2017,SLL,Scrotal,Adult,Male,46.5,1,14.6,2.33,2.16,0.03,2.29,,,,,mean = 14.59; stdev = 0.028
MYVE167,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,46.5,3,15.3,2.74,4.06,0.03,3.57,,,,,mean = 14.59; stdev = 0.028
MYVE168,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,46.7,1,13.9,1.77,4.21,0.06,2.27,,,,,mean = 14.59; stdev = 0.028
MYVE169,Myotis velifer,3/11/2017,SLL,Scrotal,Adult,Male,45.9,1,14,1.19,1.07,0.04,1.57,,,,,mean = 14.59; stdev = 0.028
MYVE170,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,44.5,1,15,2.57,1.77,0,2.8,,,,,mean = 14.59; stdev = 0.028
MYVE171,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,47.3,1,17,2.95,3.95,0.07,3.43,,,,,mean = 14.59; stdev = 0.028
MYVE172,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,43.8,1,15.3,3.62,4.42,0.12,4.79,,,,,mean = 14.59; stdev = 0.028
MYVE173,Myotis velifer,3/11/2017,SLL,Scrotal,Adult,Male,45.6,1,13.9,1.85,2.57,0.03,2.69,,,,,mean = 14.59; stdev = 0.028
MYVE174,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,44,1,14.2,2.45,5.3,0.04,4.52,,,,,mean = 14.59; stdev = 0.028
MYVE175,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,44.2,1,14.1,2.34,4.96,0.01,3.36,,,,,mean = 14.59; stdev = 0.028
MYVE176,Myotis velifer,3/11/2017,SLL,Scrotal,Adult,Male,46,1,18.6,3.14,5.83,0,5.18,,,,,mean = 14.59; stdev = 0.028
MYVE177,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,44.2,1,15.1,2.27,3.7,0.06,3.05,,,,,mean = 14.59; stdev = 0.028
MYVE178,Myotis velifer,3/11/2017,SLL,Scrotal,Adult,Male,43.6,1,13.5,2.33,4.35,0.12,3.63,,,,,mean = 14.59; stdev = 0.028
MYVE179,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,44.1,1,15.1,2.67,3.95,0.08,3.58,,,,,mean = 14.59; stdev = 0.028
MYVE180,Myotis velifer,3/11/2017,SLL,Scrotal,Adult,Male,44.5,1,15.5,2.97,4.14,0,4.17,,,,,mean = 14.59; stdev = 0.028
MYVE181,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,45.1,1,13,1.91,4.04,0,2.6,,,,,mean = 14.59; stdev = 0.028
MYVE182,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,45.1,1,16,3.23,6.33,0.06,5.35,,,,,mean = 14.59; stdev = 0.028
MYVE183,Myotis velifer,3/11/2017,SLL,Scrotal,Adult,Male,46.4,1,15.5,3.65,7.81,0.04,6.2,,,,,mean = 14.59; stdev = 0.028
MYVE184,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,44.8,1,15.2,3.78,6.95,0.04,6.19,,,,,mean = 14.59; stdev = 0.028
MYVE185,Myotis velifer,3/11/2017,SLL,Scrotal,Adult,Male,45.5,1,13.3,2.51,7.12,0.04,6.04,,,,,mean = 14.59; stdev = 0.028
MYVE186,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,45.3,1,14.5,3.32,7.14,0.09,6.07,,,,,mean = 14.59; stdev = 0.028
MYVE187,Myotis velifer,3/11/2017,SLL,Scrotal,Adult,Male,47,1,15,2.83,7.08,0,5.97,,,,,mean = 14.59; stdev = 0.028
MYVE188,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,46.5,1,15.8,3.01,7.88,0,7.33,,,,,mean = 14.59; stdev = 0.028
MYVE189,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,43.5,1,14.5,3.31,7.13,0.17,6.25,,,,,mean = 14.59; stdev = 0.028
MYVE190,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,43.2,1,14.9,3.46,7.43,0,6.27,,,,,mean = 14.59; stdev = 0.028
MYVE191,Myotis velifer,3/11/2017,SLL,Scrotal,Adult,Male,45.7,1,14.3,2.27,4.72,0,3.78,,,,,mean = 14.59; stdev = 0.028
MYVE192,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,45.7,1,16.5,3.04,5.61,0.09,4.57,,,,,mean = 14.59; stdev = 0.028
MYVE193,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,47,1,15.7,3.7,7.47,0.06,6.31,,,,,mean = 14.59; stdev = 0.028
MYVE194,Myotis velifer,3/11/2017,SLL,Scrotal,Adult,Male,44,1,14.8,3.38,6.91,0,5.7,,,,,mean = 14.59; stdev = 0.028
MYVE195,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,45.5,1,15.3,3.37,5.45,0.03,4.55,,,,,mean = 14.59; stdev = 0.028
MYVE196,Myotis velifer,3/11/2017,SLL,Scrotal,Adult,Male,45.9,1,15.1,2.91,7.47,0.14,5.49,,,,,mean = 14.59; stdev = 0.028
