Bat ID,Bat Species,Alpha Code,Date Captured,Season,Site ID,Site Name,Sex,Age,Reproductive Condition,Wing Score,Forearm Length,Mass (prior resp),Fat,Lean,FreeWater,TotalWater,Before/After Respirometry,Suspect,Comments
MYEV48,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,37.8,8,1.94,4.17,0,3.39,Before,0,mean = 14.65; stdev = 0.16
MYEV49,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,2,38.2,8,2.14,3.59,0.03,2.82,Before,0,mean = 14.65; stdev = 0.16
MYEV5,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,38,6.8,1.26,4.57,0.22,4.14,Before,0,mean= 14.6; stdev = 0.11
MYEV50,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,0,36.9,7,2.01,4.26,1.35,1.44,Before,0,mean = 14.65; stdev = 0.16
MYEV51,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,0,39.1,7.2,2.09,4.63,0.04,3.85,Before,0,mean = 14.65; stdev = 0.16
MYEV52,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,39.3,8.2,2.09,4.96,0,4.43,Before,0,mean = 14.65; stdev = 0.16
MYEV53,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.2,8.1,1.96,4.09,0.05,3.64,Before,0,mean = 14.65; stdev = 0.16
MYEV54,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.3,7.6,1.21,3.65,0.14,3.34,Before,0,mean = 14.65; stdev = 0.16
MYEV55,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,38.1,7.8,2.25,4.31,0.2,3.64,Before,0,mean = 14.65; stdev = 0.16
MYEV56,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38,7.5,1.57,3.4,0.06,3.32,Before,0,mean = 14.65; stdev = 0.16
MYEV57,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Female,Adult,Non-reproducing,1,40.3,7.5,1.82,3.87,0.06,3.35,Before,0,mean = 14.65; stdev = 0.16
MYEV58,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,36.3,7.2,1.84,4.54,0.21,3.97,Before,0,mean = 14.65; stdev = 0.16
MYEV59,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,0,38,7.9,2,3.8,0.06,3.26,Before,0,mean = 14.65; stdev = 0.16
MYEV6,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,0,38.7,8.9,0.79,2.6,0,2.43,Before,0,mean= 14.6; stdev = 0.11
MYEV6,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,0,38.7,8.9,0.78,2.7,0,2.15,Before,0,mean= 14.6; stdev = 0.11
MYEV60,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,0,39,7.7,2.01,3.6,0,3.14,Before,0,mean = 14.65; stdev = 0.16
MYEV61,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,37.3,7,1.81,4.37,0,3.66,Before,0,mean = 14.65; stdev = 0.16
MYEV62,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,37.1,6.9,1.44,3.5,0.12,3.09,Before,0,mean = 14.65; stdev = 0.16
MYEV63,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,39.3,7.1,1.15,3.6,0,2.6,Before,0,mean = 14.65; stdev = 0.16
MYEV64,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,39.2,8,1.98,5.02,0.17,4.49,Before,0,mean = 14.65; stdev = 0.16
MYEV65,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,37.6,7.1,1.84,4.42,0.16,3.89,Before,0,mean = 14.65; stdev = 0.16
MYEV66,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,39.5,8.2,1.91,3.43,0,2.99,Before,0,mean = 14.65; stdev = 0.16
MYEV66,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,39.5,8.2,1.96,3.69,0,3.19,Before,0,mean = 14.65; stdev = 0.16
MYEV67,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.5,7.6,1.73,5.09,0.2,4.36,Before,0,mean = 14.65; stdev = 0.16
MYEV68,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.3,7.7,2.18,4.62,0,4.03,Before,0,mean = 14.65; stdev = 0.16
MYEV69,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.1,7.4,0.64,0.59,0.01,0,Before,0,mean = 14.65; stdev = 0.16
MYEV69,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.1,7.4,0.39,0,0.11,4.06,Before,0,mean = 14.65; stdev = 0.16
MYEV69,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.1,7.4,1.49,4.12,0.09,3.59,Before,0,mean = 14.65; stdev = 0.16
MYEV7,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.8,6.6,0.68,2.94,0.03,2.21,Before,0,mean= 14.6; stdev = 0.11
MYEV70,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,39.5,7.7,1.72,3.89,0,3.27,Before,0,mean = 14.65; stdev = 0.16
MYEV71,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.9,7.6,1.67,5.04,0.18,4.71,Before,0,mean = 14.65; stdev = 0.16
MYEV72,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,37.1,7.4,1.6,3.53,0.07,2.73,Before,0,mean = 14.65; stdev = 0.16
MYEV73,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,37.1,7.7,2.17,4.72,0,4.36,Before,0,mean = 14.65; stdev = 0.16
MYEV74,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,2,38.1,7.1,1.83,3.81,0,3.51,Before,0,mean = 14.65; stdev = 0.16
MYEV75,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,39.2,8,1.98,5.24,0.08,4.3,Before,0,mean = 14.65; stdev = 0.16
MYEV76,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,36.1,6.8,1.29,3.63,0.1,3.17,Before,0,mean = 14.65; stdev = 0.16
MYEV79,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.1,7.6,2.01,4.91,0,4.15,Before,0,mean = 14.65; stdev = 0.16
MYEV8,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,39,6.9,1.34,4.42,0.01,3.49,Before,0,mean= 14.6; stdev = 0.11
MYEV80,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,37.2,6.6,1.54,4.22,0.08,4.01,Before,0,mean = 14.65; stdev = 0.16
MYEV81,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,36.9,6.9,1.36,3.89,0,3.47,Before,0,mean = 14.65; stdev = 0.16
MYEV82,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.1,7.7,1.65,4.47,0,3.84,Before,0,mean = 14.65; stdev = 0.16
MYEV83,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.7,8,2.03,5.18,0.05,4.58,Before,0,mean = 14.65; stdev = 0.16
MYEV84,Myotis evotis,MYEV,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,36.7,7.3,2.27,4.29,0,1.66,Before,0,mean = 14.58; stdev = 0.11
MYEV85,Myotis evotis,MYEV,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,40.1,8.6,2.29,5.47,0.02,2.26,Before,0,mean = 14.58; stdev = 0.11
MYEV86,Myotis evotis,MYEV,9/28/2017,Fall,LCC,Lick Creek Cave,Female,Young of the Year,Non-reproducing,1,39.2,7.2,1.69,3.66,0.53,2.31,Before,0,mean = 14.58; stdev = 0.11
MYEV87,Myotis evotis,MYEV,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.4,7.1,1.81,4.45,0,3.89,Before,0,mean = 14.58; stdev = 0.11
MYEV88,Myotis evotis,MYEV,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.9,7.6,1.99,4.74,0.11,4.15,Before,0,mean = 14.58; stdev = 0.11
MYEV89,Myotis evotis,MYEV,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.6,8.8,2.34,5.68,0.12,4.37,Before,0,mean = 14.58; stdev = 0.11
MYEV9,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,39.1,7.7,1.43,5.2,0.01,4.39,Before,0,mean= 14.6; stdev = 0.11
MYEV90,Myotis evotis,MYEV,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.2,8.2,2.12,3.74,0,2.99,Before,0,mean = 14.58; stdev = 0.11
MYEV91,Myotis evotis,MYEV,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38,7.8,1.65,3.82,0,2.92,Before,0,mean = 14.58; stdev = 0.11
MYEV92,Myotis evotis,MYEV,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.2,7.6,2.22,4.68,0,0,Before,0,mean = 14.58; stdev = 0.11
MYEV93,Myotis evotis,MYEV,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.4,7.5,1.95,3.41,0,2.96,Before,0,mean = 14.58; stdev = 0.11
MYEV94,Myotis evotis,MYEV,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.1,8.3,2.16,5.13,0,1.86,Before,0,mean = 14.58; stdev = 0.11
MYEV95,Myotis evotis,MYEV,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,37.4,6.4,1.01,4.61,0,2.43,Before,0,mean = 14.58; stdev = 0.11
MYEV96,Myotis evotis,MYEV,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.2,7,1.38,4.03,0,3.09,Before,0,mean = 14.58; stdev = 0.11
MYEV97,Myotis evotis,MYEV,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.4,8.4,1.39,4.4,0.11,3.81,Before,0,mean = 14.58; stdev = 0.11
MYEV98,Myotis evotis,MYEV,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,38.4,8.1,2.16,3.83,0.03,3.09,Before,0,mean = 14.58; stdev = 0.11
MYEV99,Myotis evotis,MYEV,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,36.1,7.6,2.13,4.68,0.11,4.22,Before,0,mean = 14.58; stdev = 0.11
MYLU1,Myotis lucifugus,MYLU,2/17/2017,Winter,LCC,Lick Creek Cave,Female,Adult,Non-reproducing,1,40,8.1,0.85,2.35,0.31,2.89,Before,0,
MYLU10,Myotis lucifugus,MYLU,2/17/2017,Winter,LCC,Lick Creek Cave,Female,Adult,Non-reproducing,1,38.3,8.4,1.96,4.22,0,2.64,Before,0,
MYLU100,Myotis lucifugus,MYLU,2/22/2018,Winter,LCC,Lick Creek Cave,Female,Adult,Unknown,0,37.1,8.6,1.67,5.89,0.03,4.04,Before,0,mean = 14.5; stdev = 0.29
MYLU101,Myotis lucifugus,MYLU,2/22/2018,Winter,LCC,Lick Creek Cave,Male,Adult,Unknown,1,36,6,1.52,3.58,0.16,2.66,Before,0,mean = 14.5; stdev = 0.29
MYLU102,Myotis lucifugus,MYLU,2/22/2018,Winter,LCC,Lick Creek Cave,Female,Adult,Unknown,0,38.4,7.5,1.4,4.79,0.37,5.06,Before,0,mean = 14.5; stdev = 0.29
MYLU103,Myotis lucifugus,MYLU,2/22/2018,Winter,LCC,Lick Creek Cave,Female,Adult,Unknown,0,38.3,8.4,1.8,5.71,0,4.94,Before,0,mean = 14.5; stdev = 0.29
MYLU104,Myotis lucifugus,MYLU,2/22/2018,Winter,LCC,Lick Creek Cave,Male,Adult,Unknown,0,37.3,7.1,1.75,4.39,0.04,4.22,Before,0,
MYLU105,Myotis lucifugus,MYLU,2/22/2018,Winter,LCC,Lick Creek Cave,Male,Adult,Unknown,1,37.7,6.6,0.78,4.94,0.1,4.1,Before,0,mean = 14.5; stdev = 0.29
MYLU106,Myotis lucifugus,MYLU,2/22/2018,Winter,LCC,Lick Creek Cave,Female,Adult,Unknown,0,38,8,1.44,5.77,0,3.43,Before,0,mean = 14.5; stdev = 0.29
MYLU107,Myotis lucifugus,MYLU,2/22/2018,Winter,LCC,Lick Creek Cave,Male,Adult,Unknown,0,36.6,7.6,1.01,3.84,0,4.32,Before,0,mean = 14.5; stdev = 0.29
MYLU108,Myotis lucifugus,MYLU,2/22/2018,Winter,LCC,Lick Creek Cave,Male,Adult,Unknown,1,39.9,7,1.16,5.16,0,5.17,Before,0,
MYLU109,Myotis lucifugus,MYLU,2/22/2018,Winter,LCC,Lick Creek Cave,Male,Adult,Unknown,0,37,6.8,0.77,3.53,0,0,Before,0,
MYLU11,Myotis lucifugus,MYLU,2/17/2017,Winter,LCC,Lick Creek Cave,Female,Adult,Non-reproducing,2,37.5,7.9,1.22,3.55,0,3.28,Before,0,
MYLU110,Myotis lucifugus,MYLU,2/22/2018,Winter,LCC,Lick Creek Cave,Male,Adult,Unknown,1,35.8,7.1,1.2,4.93,0,5.32,Before,0,
MYLU113,Myotis lucifugus,MYLU,2/22/2018,Winter,LCC,Lick Creek Cave,Male,Adult,Unknown,1,38.4,6.9,1.27,3.74,0,3.15,Before,0,
MYLU117,Myotis lucifugus,MYLU,2/22/2018,Winter,LCC,Lick Creek Cave,Male,Adult,Unknown,0,37.9,7.9,0.78,4.56,0,3.77,Before,0,
MYLU118,Myotis lucifugus,MYLU,2/22/2018,Winter,LCC,Lick Creek Cave,Male,Adult,Unknown,0,36.6,7.4,1.11,3.6,0.21,2.63,Before,0,
MYLU12,Myotis lucifugus,MYLU,2/17/2017,Winter,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,0,35.8,5.6,0.23,3.22,0.09,3.13,Before,0,
MYLU120,Myotis lucifugus,MYLU,2/22/2018,Winter,LCC,Lick Creek Cave,Male,Adult,Unknown,1,37,7.2,1.31,4.93,0,5.66,Before,0,
MYLU121,Myotis lucifugus,MYLU,2/22/2018,Winter,LCC,Lick Creek Cave,Male,Adult,Unknown,0,37.4,6.9,1.49,2.55,0,1.99,Before,0,
MYLU13,Myotis lucifugus,MYLU,2/17/2017,Winter,LCC,Lick Creek Cave,Female,Adult,Non-reproducing,3,37.1,6.5,0.63,3.71,0,3.99,Before,0,
MYLU14,Myotis lucifugus,MYLU,2/17/2017,Winter,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,39.2,8.1,0.73,4.22,0,4.28,Before,0,
MYLU15,Myotis lucifugus,MYLU,2/17/2017,Winter,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,37.2,6.9,1.36,2.88,0.56,2.53,Before,0,
MYLU16,Myotis lucifugus,MYLU,2/17/2017,Winter,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,0,36,6.1,0.36,3.63,0,3.01,Before,0,
MYLU17,Myotis lucifugus,MYLU,2/17/2017,Winter,LCC,Lick Creek Cave,Female,Adult,Non-reproducing,1,36.6,6.4,0.97,2.76,0,5.27,Before,0,
MYLU18,Myotis lucifugus,MYLU,2/17/2017,Winter,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,2,36,6.5,0.4,2.81,0.31,2.6,Before,0,
MYLU19,Myotis lucifugus,MYLU,2/17/2017,Winter,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,36.1,6,1.03,3.56,0,3.86,Before,0,
MYLU2,Myotis lucifugus,MYLU,2/17/2017,Winter,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,0,35.2,6.5,0.71,3.8,0.34,3.95,Before,0,
MYLU20,Myotis lucifugus,MYLU,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Young of the Year,Non-reproducing,1,36.9,7.2,1.37,3.15,0,2.6,Before,0,mean= 14.6; stdev = 0.11
MYLU21,Myotis lucifugus,MYLU,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,38.2,7.2,1.44,4.59,0.34,4.03,Before,0,mean= 14.6; stdev = 0.11
MYLU22,Myotis lucifugus,MYLU,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,37.2,7.6,0.89,2.96,0.4,3.15,Before,0,mean= 14.6; stdev = 0.11
MYLU22,Myotis lucifugus,MYLU,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,37.2,7.6,1.05,3.08,0.15,0,Before,0,mean= 14.6; stdev = 0.11
MYLU23,Myotis lucifugus,MYLU,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,37.6,7.9,0.61,3.14,0.24,2.56,Before,0,mean= 14.6; stdev = 0.11
MYLU23,Myotis lucifugus,MYLU,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,37.6,7.9,0.59,3.13,0.29,2.8,Before,0,mean= 14.6; stdev = 0.11
MYLU24,Myotis lucifugus,MYLU,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,35.4,6.4,1.38,5.34,0.02,4.78,Before,0,mean= 14.6; stdev = 0.11
MYLU25,Myotis lucifugus,MYLU,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,37.9,8.6,1.88,3.56,0,3.11,Before,0,mean= 14.6; stdev = 0.11
MYLU26,Myotis lucifugus,MYLU,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,2,38.4,9.1,2.69,5.59,0.29,4.6,Before,0,mean= 14.6; stdev = 0.11
MYLU3,Myotis lucifugus,MYLU,2/17/2017,Winter,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,36.3,6.4,0.4,3.7,0.07,1.27,Before,0,
MYLU4,Myotis lucifugus,MYLU,2/17/2017,Winter,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,2,35.5,6.4,0.85,3.23,0.68,4.79,Before,0,
MYLU46,Myotis lucifugus,MYLU,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Young of the Year,Non-reproducing,0,37,7.3,1.76,4.57,0.08,4.22,Before,0,mean = 14.65; stdev = 0.16
MYLU47,Myotis lucifugus,MYLU,9/27/2017,Fall,LCC,Lick Creek Cave,Female,Adult,Non-reproducing,1,36.5,6.4,0.96,3.43,0.06,3.17,Before,0,mean = 14.65; stdev = 0.16
MYLU48,Myotis lucifugus,MYLU,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Young of the Year,Scrotal,0,39,7.4,1.52,4,0,3.52,Before,0,mean = 14.65; stdev = 0.16
MYLU49,Myotis lucifugus,MYLU,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,37.2,7.7,1.69,5.08,0,4.63,Before,0,mean = 14.65; stdev = 0.16
MYLU5,Myotis lucifugus,MYLU,2/17/2017,Winter,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,36.1,6.3,0.67,2.92,0.23,2.23,Before,0,
MYLU50,Myotis lucifugus,MYLU,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,36.5,7.9,2.19,4.86,0,4.03,Before,0,mean = 14.65; stdev = 0.16
MYLU51,Myotis lucifugus,MYLU,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.1,6.9,0.93,5.1,0,4.54,Before,0,mean = 14.65; stdev = 0.16
MYLU52,Myotis lucifugus,MYLU,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,38.2,9.7,3.17,4.69,0,4.12,Before,0,mean = 14.65; stdev = 0.16
MYLU53,Myotis lucifugus,MYLU,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,37.1,9.7,2.8,4.6,0.15,4.19,Before,0,mean = 14.65; stdev = 0.16
MYLU54,Myotis lucifugus,MYLU,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,36.2,8.9,2.63,4.5,0,3.99,Before,0,mean = 14.65; stdev = 0.16
MYLU55,Myotis lucifugus,MYLU,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Young of the Year,Non-reproducing,2,26.1,7.7,2.08,4.93,0,4.54,Before,0,mean = 14.65; stdev = 0.16
MYLU56,Myotis lucifugus,MYLU,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Young of the Year,Non-reproducing,1,35.9,7.6,1.5,4.68,0,4.2,Before,0,mean = 14.65; stdev = 0.16
MYLU57,Myotis lucifugus,MYLU,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,37.3,9.3,3.16,5.16,0.01,4.53,Before,0,mean = 14.65; stdev = 0.16
MYLU58,Myotis lucifugus,MYLU,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,36.3,9,2.18,4.54,0.15,4.12,Before,0,mean = 14.65; stdev = 0.16
MYLU59,Myotis lucifugus,MYLU,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,35.6,7.7,2.19,4.83,0.14,4.27,Before,0,mean = 14.65; stdev = 0.16
MYLU6,Myotis lucifugus,MYLU,2/17/2017,Winter,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,38.3,6.5,0.52,1.94,0,1.97,Before,0,
MYLU60,Myotis lucifugus,MYLU,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,36.9,8.6,2.19,4.64,0,4.64,Before,0,mean = 14.65; stdev = 0.16
MYLU61,Myotis lucifugus,MYLU,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,37.5,8.6,2.14,4.44,0,0.31,Before,0,mean = 14.58; stdev = 0.11
MYLU62,Myotis lucifugus,MYLU,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,36.4,9.4,2.81,5.66,0,4.76,Before,0,mean = 14.58; stdev = 0.11
MYLU63,Myotis lucifugus,MYLU,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.4,7,1.41,4.06,0.04,3.3,Before,0,mean = 14.58; stdev = 0.11
MYLU64,Myotis lucifugus,MYLU,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,37.3,9,2.41,4.5,0,2.95,Before,0,mean = 14.58; stdev = 0.11
MYLU65,Myotis lucifugus,MYLU,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,35.5,8,2.21,4.88,0.2,3.11,Before,0,mean = 14.58; stdev = 0.11
MYLU66,Myotis lucifugus,MYLU,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.5,8.8,1.89,3.89,0,3.24,Before,0,mean = 14.58; stdev = 0.11
MYLU67,Myotis lucifugus,MYLU,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,38.4,8,2.12,3.93,0.14,3.14,Before,0,mean = 14.58; stdev = 0.11
MYLU68,Myotis lucifugus,MYLU,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.2,9.6,3.24,5.39,0,4.54,Before,0,mean = 14.58; stdev = 0.11
MYLU69,Myotis lucifugus,MYLU,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,35.6,8,2.4,4.82,0.03,4.24,Before,0,mean = 14.58; stdev = 0.11
MYLU7,Myotis lucifugus,MYLU,2/17/2017,Winter,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,2,36.3,6,1.04,1.81,0.85,1.84,Before,0,
MYLU70,Myotis lucifugus,MYLU,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,37.2,7.1,1.78,3.65,0,3.12,Before,0,mean = 14.58; stdev = 0.11
MYLU71,Myotis lucifugus,MYLU,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,37.2,8.2,2.45,5.02,0.49,4.39,Before,0,mean = 14.58; stdev = 0.11
MYLU72,Myotis lucifugus,MYLU,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,37.2,7.2,1.95,4.41,0.07,4.02,Before,0,mean = 14.58; stdev = 0.11
MYLU73,Myotis lucifugus,MYLU,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.2,8.1,2.04,4.11,0,3.5,Before,0,mean = 14.58; stdev = 0.11
MYLU74,Myotis lucifugus,MYLU,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,36.8,8.9,2.83,5.21,0.2,4.71,Before,0,mean = 14.58; stdev = 0.11
MYLU75,Myotis lucifugus,MYLU,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,36.7,8.7,1.62,3.22,0,2.57,Before,0,mean = 14.58; stdev = 0.11
MYLU76,Myotis lucifugus,MYLU,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,39.2,9.6,2.69,6.01,0.37,4.82,Before,0,mean = 14.58; stdev = 0.11
MYLU77,Myotis lucifugus,MYLU,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,3,37,7.2,1.51,4.01,0,3.77,Before,0,mean = 14.58; stdev = 0.11
MYLU78,Myotis lucifugus,MYLU,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,0,38.5,8.2,2.77,4.59,0,3.64,Before,0,mean = 14.58; stdev = 0.11
MYLU79,Myotis lucifugus,MYLU,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,0,38.1,8.1,1.72,4.33,0.1,4.17,Before,0,mean = 14.58; stdev = 0.11
